license_no,dba_name,aka_name,facility_type,risk_level,address,city,state,zip,latitude,longitude,ward
2032981,TASTY CITY,,Restaurant,1,2022 S WENTWORTH AVE FL ,CHICAGO,IL,60616,41.85462731,-87.63197605,25
2032983,BOBABAR CAFE,,Restaurant,2,2334 S WENTWORTH AVE ,CHICAGO,IL,60616,41.849954,-87.6320942,25
2032988,BROADWAY PLAYHOUSE,,Restaurant,3,175 E CHESTNUT ST ,CHICAGO,IL,60611,41.89829284,-87.6228991,2
2032989,BROADWAY PLAYHOUSE,,Restaurant,3,175 E CHESTNUT ST ,CHICAGO,IL,60611,41.89829284,-87.6228991,2
2032999,DEANO'S PIZZERIA,,Restaurant,2,2349 W HOWARD ST ,CHICAGO,IL,60645,42.01942088,-87.68969084,49
2033012,QUINTESSENCE,,Grocery Store,3,1532-1534 N PULASKI RD ,CHICAGO,IL,60651,41.90910776,-87.72663415,26
2033013,QUINTESSENCE,,Grocery Store,3,1532-1534 N PULASKI RD ,CHICAGO,IL,60651,41.90910776,-87.72663415,26
2033018,Andy's Super Discount,,Grocery Store,3,5557 W Belmont AVE ,CHICAGO,IL,60641,41.93846648,-87.76635674,31
2033020,Sweet Dreams Cakes LLC,Sweet Dreams Cakes,Bakery,1,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2033045,THE FLORENTINE,,Restaurant,1,151 W ADAMS ST ,CHICAGO,IL,60603,41.87929007,-87.63236273,42
2033046,THE FLORENTINE,,Restaurant,1,151 W ADAMS ST ,CHICAGO,IL,60603,41.87929007,-87.63236273,42
2033049,PUERTO RICO FOOD & LIQUORS,,Grocery Store,3,2559 W AUGUSTA BLVD ,CHICAGO,IL,60622,41.89922158,-87.69173812,26
2033051,SUBWAY,,Restaurant,1,1730 W FULLERTON AVE ,CHICAGO,IL,60614,41.92521233,-87.67192543,32
2033070,HONEY'S CHICKEN & SEAFOOD INCORPORATED,,Restaurant,2,7116 S YATES BLVD ,CHICAGO,IL,60649,41.76561797,-87.56665273,5
2033075,LOS TORITOS RESTAURANT Y TAQUERIA,,Restaurant,1,1825 W MONTROSE AVE ,CHICAGO,IL,60613,41.96139215,-87.67547611,47
2033086,SALAD SPINNERS,,Catering,1,2419 W 14TH ST ,CHICAGO,IL,60608,41.86287332,-87.68663464,28
2033099,PUEBLA ICE CREAM,PUEBLA ICE CREAM CART #1,FROZEN DESSERTS DISPENSER -NON MOTORIZED,3,4601 N ELSTON AVE ,CHICAGO,IL,60630,41.96468287,-87.734934,39
2033115,VINIS OF UPTOWN,VINI'S  PIZZA,Restaurant,1,4009 W LAWRENCE AVE ,CHICAGO,IL,60630,41.96812753,-87.72842822,39
2033131,LAS TRES CAMPINITAS,,ICE CREAM SHOP,1,2150 W CERMAK RD ,CHICAGO,IL,60608,41.85221428,-87.68031994,25
2033134,LAS TRES CAMPANITAS #2,,Restaurant,2,3510 W 26th ST ,CHICAGO,IL,60623,41.84451594,-87.71286845,22
2033135,PUERTO RICO FOOD & LIQUORS,,Grocery Store,3,2559 W AUGUSTA BLVD ,CHICAGO,IL,60622,41.89922158,-87.69173812,26
2033142,KLM PACKING COMPANY,,Wholesale,2,1321 W LAKE ST ,CHICAGO,IL,60607,41.88534983,-87.65973208,27
2033165,COMPUTER AND NETWORK SOLUTIONS,CAFE INTERNET,Restaurant,2,5311 S KEDZIE AVE ,CHICAGO,IL,60632,41.79678066,-87.70350236,14
2033170,TAQUERIA LA LAGARTIJA,,Restaurant,1,132 S ASHLAND AVE ,CHICAGO,IL,60607,41.87914037,-87.6669,28
2033176,BON-TON FAMILY DINING,,Restaurant,1,10914 S MICHIGAN AVE ,CHICAGO,IL,60628,41.69576482,-87.62093077,9
2033207,KINGFISHER  RESTAURANT,,Restaurant,1,5721 N CLARK ST ,CHICAGO,IL,60660,41.9860862,-87.66922595,48
2033208,KINGFISHER  RESTAURANT,,Restaurant,3,5721 N CLARK ST ,CHICAGO,IL,60660,41.9860862,-87.66922595,48
2033210,Arby's,,Restaurant,2,222 W Merchandise Mart PLZ DEPT FC-1,CHICAGO,IL,60654,41.88807428,-87.6349552,42
2033216,MOZART FOOD MART,,Grocery Store,2,2835 W 63RD ST ,CHICAGO,IL,60629,41.77898663,-87.69475311,17
2033237,SADDLE AND CYCLE CLUB,,Restaurant,1,900 W FOSTER AVE ,CHICAGO,IL,60640,41.97654173,-87.65265764,48
2033239,FOREVER YOGURT,,Restaurant,2,1924 W NORTH AVE ,CHICAGO,IL,60622,41.91061792,-87.67610192,2
2034634,ST ANGELA SCHOOL,,School,2,1332 N MASSASOIT AVE ,CHICAGO,IL,60651,41.90488767,-87.76953762,29
2034637,MILTON BRUNSON ELEMENTARY,,School,1,932 N CENTRAL AVE ,CHICAGO,IL,60651,41.89767761,-87.76564297,29
2036222,SWEET TOOTH AND MORE,,Grocery Store,2,1103 S PULASKI RD ,CHICAGO,IL,60624,41.86788014,-87.72509606,24
2036229,BIG & LITTLE'S,,Restaurant,2,939 N ORLEANS ST ,CHICAGO,IL,60610,41.90014977,-87.63716135,27
2036267,AA MINI MART,,Grocery Store,3,2455 W 79TH ST ,CHICAGO,IL,60652,41.74989808,-87.68505514,18
2036283,BILLY'S PRIME FISH & HOAGY,,Restaurant,2,8022 S HALSTED ST ,CHICAGO,IL,60620,41.74810406,-87.64411513,21
2036285,ISTANBUL BAKERY & FAST FOOD,,Restaurant,2,5648 W DIVERSEY AVE ,CHICAGO,IL,60639,41.93136092,-87.76822806,30
2036288,HALSTED DISCOUNT,,Grocery Store,3,12301 S HALSTED ST ,CHICAGO,IL,60628,41.67045106,-87.64151562,34
2036324,GAZTRO - WAGON,,Restaurant,1,5973 N CLARK ST ,CHICAGO,IL,60660,41.99058563,-87.66986968,48
2036339,TARGET,,STORE,3,4446 N BROARDWAY ,CHICAGO,IL,60640,,,
2036344,BRONZEVILLE GOURMET PIZZERIA,,Restaurant,1,4300 S MICHIGAN AVE ,CHICAGO,IL,60653,41.81644707,-87.62317587,3
2036352,FRESHBERRY,,Restaurant,2,211 E ONTARIO ST ,CHICAGO,IL,60611,41.89325719,-87.62234986,42
2036376,DULCERIA REPOSITRERIA DON PANCH,,MEXICAN CANDY STORE,2,1820 W 18TH ST ,CHICAGO,IL,60608,41.85782113,-87.67198407,25
2036382,LA BRISA DISTRIBUTION,,Wholesale,3,1838 W CERMAK RD ,CHICAGO,IL,60608,41.85233413,-87.67250994,25
2036397,BLUE SKY BAKERY & CAFE,,Restaurant,1,3720 N LINCOLN AVE ,CHICAGO,IL,60613,41.94935686,-87.67558137,47
2036402,MERCADITO CHICAGO,,Restaurant,1,108-110 W KINZIE ST ,CHICAGO,IL,60654,41.88931602,-87.63148774,42
2036404,MERCADITO CHICAGO,,Restaurant,1,108-110 W KINZIE ST ,CHICAGO,IL,60654,41.88931602,-87.63148774,42
2036421,MARATHON GAS,,Grocery Store,3,410 S KOSTNER AVE ,CHICAGO,IL,60624,41.87475054,-87.73541489,28
2036426,REGAL CINEMAS WEBSTER PLACE,,Restaurant,2,1471 W WEBSTER AVE ,CHICAGO,IL,60614,41.92149262,-87.6659985,2
2036431,REGAL CINEMAS CITY NORTH,,Restaurant,2,2600 N WESTERN AVE BLDG ,CHICAGO,IL,60647,41.92866979,-87.68792224,32
2036434,AMC SHOWPLACE AT GALEWOOD CROS,AMC SHOWPLACE,MOVIE THEATER,2,5530 W HOMER ST ,CHICAGO,IL,60639,41.91515826,-87.76446913,37
2036445,RAY-J,,Restaurant,1,349 W 95TH ST BLDG ,CHICAGO,IL,60628,41.72148993,-87.63305473,21
2036467,WALGREENS #1417,,Grocery Store,3,1931 W CERMAK RD ,CHICAGO,IL,60608,41.8520837,-87.67465102,25
2036480,DERBY,,Restaurant,1,1224 W WEBSTER AVE ,CHICAGO,IL,60614,41.92176177,-87.65941076,43
2036481,DERBY,,Restaurant,1,1224 W WEBSTER AVE ,CHICAGO,IL,60614,41.92176177,-87.65941076,43
2036484,ROSITA'S ICE CREAM,,Mobile Food Dispenser,3,4825 W ARTHINGTON ST ,CHICAGO,IL,60644,41.86923621,-87.74589271,29
2036485,SAILORS,,Restaurant,2,955 E 79 ST BLDG ,CHICAGO,IL,60619,41.75122629,-87.60056384,8
2036493,SUBWAY,,Restaurant,2,207 W 79TH ST ,CHICAGO,IL,60620,41.75075,-87.62979224,17
2036512,EMBASSY GIFTS,,Grocery Store,3,300 E OHIO ST ,CHICAGO,IL,60611,41.89271058,-87.62013066,42
2036543,SCRAPPIES,,Mobile Food Dispenser,3,400 N NOBLE ST ,CHICAGO,IL,60622,41.88905037,-87.66235915,27
2036555,BERRY MOON,,Restaurant,2,2618 N CLARK ST ,CHICAGO,IL,60614,41.93008289,-87.64368254,43
2036580,JOHNNY ROCKETS,,Restaurant,1,30 N LA SALLE ST ,CHICAGO,IL,60602,41.88269467,-87.63253143,42
2036581,HALSTED STREET DEL,HALSTED STREET DELI,Restaurant,1,30 N LA SALLE ST ,CHICAGO,IL,60602,41.88269467,-87.63253143,42
2036585,FAHRENHEIT RESTAURANT INC.,,Restaurant,1,6924 N clark BLDG ,CHICAGO,IL,60626,42.00733119,-87.67372465,49
2036612,SUPERDOLLARMEX PLUS,,Grocery Store,2,2826-2828 W 55TH ST ,CHICAGO,IL,60632,41.79378047,-87.69496028,14
2036615,LAS ASADAS RESTAURANT,,Restaurant,1,3243 N PULASKI RD ,CHICAGO,IL,60641,41.94034702,-87.72707113,30
2036617,CHANGITO LOCO,,,3,1603 N LAKE SHORE DR ,CHICAGO,IL,60614,41.911372,-87.6262454,43
2036618,CHANGITO LOCO,,,3,1603 N LAKE SHORE DR ,CHICAGO,IL,60614,41.911372,-87.6262454,43
2036620,COLORS FOR TOTS DAYCARE CENTER,,Daycare Combo 1586,1,2253-57 E 71ST ST ,CHICAGO,IL,60649,41.76603413,-87.56927085,5
2036621,YAYA'S MINIMART,,Grocery Store,2,1458 W 18TH ST ,CHICAGO,IL,60608,41.85794517,-87.6637121,25
2036634,CHICAGO'S BEST SUB,BEST SUB,Restaurant,2,2729 W DIVISION ST ,CHICAGO,IL,60622,41.90282606,-87.69560739,26
2036667,FROZEN ASSETS COLD STORAGE,,Wholesale,2,2635 S WESTERN AVE ,CHICAGO,IL,60608,41.84371051,-87.68523171,25
2036670,FROZEN ASSETS COLD STORAGE,,Wholesale,3,2658 S LEAVITT ST ,CHICAGO,IL,60608,41.84355636,-87.6806555,25
2036675,SOS SWAGGER,,Restaurant,2,5048-5050 S PRAIRIE ,CHICAGO,IL,60615,41.80242493,-87.61956497,3
2036676,SOS SWAGGER,,Restaurant,2,5048-5050 S PRAIRIE ,CHICAGO,IL,60615,41.80242493,-87.61956497,3
2036684,NEW SUNRISE GYROS RESTURANT,,Restaurant,2,1140 W 76TH ST BLDG ,CHICAGO,IL,60620,41.7560778,-87.65307162,17
2036708,ALBARAKA ICE CREAM,,Mobile Food Dispenser,3,12355 S KEDVALE AVE ,ALSIP  ,IL,60803,,,
2036728,KMART#3371,,Liquor,3,3443 W ADDISON ST ,CHICAGO,IL,60618,41.94642956,-87.71443724,35
2036729,KMART #4235,,Grocery Store,3,7050 S PULASKI RD ,CHICAGO,IL,60629,41.76437292,-87.72251906,13
2036734,LE CLAIRE HEADSTART CENTER,,Daycare (2 - 6 Years),1,5120 W 44TH ST ,CHICAGO,IL,60638,41.81310889,-87.75149308,22
2036778,I94 RIBS GRILL,,Restaurant,1,325 W 47TH ST ,CHICAGO,IL,60609,41.8089645,-87.6344335,3
2036784,AMP Food Mart,,Grocery Store,2,2838 W ROOSEVELT RD ,CHICAGO,IL,60612,41.86660248,-87.69737609,28
2036795,SUBWAY,,Restaurant,1,3313 W NORTH AVE ,CHICAGO,IL,60647,41.90996429,-87.71003733,26
2036806,Life Force Cafe,,Restaurant,1,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2036863,FAMILY FOOD MART,,Grocery Store,2,8900 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.73295302,-87.6048798,8
2036895,CITGO GAS STATION,CITGO,Grocery Store,3,123 E 51 ST ST BLDG ,CHICAGO,IL,60615,41.80190799,-87.62156099,3
2036903,BOMBON CAKE GALLERY,,Restaurant,2,500 W MADISON ST ,CHICAGO,IL,60661,41.88199434,-87.63975868,42
2036906,CHINA LITE ORIGINAL,,Restaurant,1,1146 N MILWAUKEE AVE ,CHICAGO,IL,60642,41.90246227,-87.66530609,2
2036907,EL MILAGRO MINI MARKET,,Grocery Store,3,3003 W MONTROSE AVE ,CHICAGO,IL,60618,41.96110805,-87.70350952,33
2036917,EPIC BURGER INC,EPIC BURGER,Restaurant,2,1000 W NORTH AVE ,CHICAGO,IL,60642,41.91094876,-87.65315955,2
2036934,GOLDEN DEAL,,Grocery Store,3,607 E 79TH ST ,CHICAGO,IL,60619,41.7510951,-87.60976686,6
2036957,DUTCH FARMS,,Wholesale,3,801 E 107TH ST ,CHICAGO,IL,60628,41.69932181,-87.60375037,9
2036960,LE MOYNE FAMILY MARKET,,Grocery Store,3,3358 W LE MOYNE ST ,CHICAGO,IL,60651,41.90833606,-87.71172871,26
2036971,HOMIES KITCHEN,,Restaurant,2,6859 S LOOMIS BLVD ,CHICAGO,IL,60636,41.76871573,-87.65892186,17
2036994,FATHER & SONS MINI MART,,Grocery Store,2,958 E 79 ST ,CHICAGO,IL,60619,41.75144736,-87.60040012,8
2036995,PATEL'S CAFE,,Restaurant,1,2600 W DEVON AVE ,CHICAGO,IL,60659,41.99775479,-87.69482972,50
2037022,MEL MARKONS,,Restaurant,1,1147 W GRAND AVE ,CHICAGO,IL,60642,41.89098034,-87.65645936,27
2037023,MEL MARKONS,,Restaurant,3,1147 W GRAND AVE ,CHICAGO,IL,60642,41.89098034,-87.65645936,27
2037056,TARGET #T-2373,TARGET,GROCERY STORE/RESTAURANT,2,4466 N BROADWAY ,CHICAGO,IL,60640,41.96334428,-87.65632107,46
2037079,BLACK DOG GELATO,,Restaurant,2,859 N DAMEN AVE ,CHICAGO,IL,60622,41.89768855,-87.67695627,2
2037140,MOE,,Restaurant,1,154 W 95TH ST ,CHICAGO,IL,60628,41.72177135,-87.62843656,21
2037141,MGM Catering,,Catering,1,2826 N LINCOLN AVE ,CHICAGO,IL,60657,41.9331015,-87.65968296,32
2037150,FUMA LLC,,Mobile Food Dispenser,3,6458 W NORTH AVE ,CHICAGO,IL,60707,41.909228,-87.78731224,29
2037165,TOSCANA CAFE,,Restaurant,1,5357 N LINCOLN AVE ,CHICAGO,IL,60625,41.97941114,-87.69254008,40
2037168,Yuki Hana Japanese Cuisine & S,Yuki Hana,Restaurant,1,2920 N CLARK ST ,CHICAGO,IL,60657,41.93533927,-87.64711496,44
2037179,RESTAURANT  EL ASADOR II,RESTAURANT EL ASADOR,Restaurant,1,4014 W 26TH ST ,CHICAGO,IL,60623,41.84435645,-87.72520459,22
2037180,BABA'S RESTAURANT,,Restaurant,2,7103 S RACINE AVE ,CHICAGO,IL,60636,41.764955,-87.65396638,6
2037181,JEWEL-OSCO #3632,JEWEL-OSCO,Grocery Store,1,3630 N SOUTHPORT AVE ,CHICAGO,IL,60613,41.94800455,-87.66418623,44
2037183,OSCO DRUG #3632,,Liquor,3,3630 N SOUTHPORT AVE ,,IL,,41.94800455,-87.66418623,44
2037187,M   HENRIETTA,,Restaurant,1,1133 W GRANVILLE AVE ,CHICAGO,IL,60660,41.99445003,-87.65969379,48
2037188,Three Aces Restaurant,,Restaurant,1,1321-1323 W TAYLOR ST ,CHICAGO,IL,60607,41.86925517,-87.66006174,28
2037190,Three Aces Restaurant,,Restaurant,1,1321-1323 W TAYLOR ST ,CHICAGO,IL,60607,41.86925517,-87.66006174,28
2037207,BEN SALEM FOOD MARKET,,Grocery Store,2,3452-3454 W CHICAGO AVE ,CHICAGO,IL,60651,41.89559644,-87.71353998,27
2037209,S&S FOOD MART,,Grocery Store,3,1527 W IRVING PARK RD ,CHICAGO,IL,60613,41.9541849,-87.6687117,47
2037236,UKAI SUSHI,,Restaurant,1,1059 W BELMONT AVE ,CHICAGO,IL,60657,41.93976468,-87.65647301,44
2037247,MONTSE'S FOOD MARKET,,Grocery Store,3,3932 N ASHLAND AVE ,CHICAGO,IL,60613,41.9534305,-87.66917141,47
2037251,DOLLAR GENERAL STORE #12422,DOLLAR GENERAL,Grocery Store,3,5627 N LINCOLN AVE ,CHICAGO,IL,60659,41.98378685,-87.69599142,40
2037261,SAN JUDITAS BAKERY,,Bakery,2,4140 W 63RD ST ,CHICAGO,IL,60629,41.77871819,-87.72682468,23
2037268,CHICAGO MEAT AUTHORITY,,Wholesale,1,1145 W 47TH PL ,CHICAGO,IL,60609,41.80772081,-87.65457079,20
2037284,LETIZIA'S FIORE,,Restaurant,1,2456 N CALIFORNIA AVE ,CHICAGO,IL,60647,41.92648029,-87.69760793,1
2037289,PASTICCERA GELATERIA PALERMO,,Restaurant,1,1533 N WELLS ST ,CHICAGO,IL,60610,41.91013488,-87.63453147,27
2037306,SUBWAY,,Restaurant,1,808 W 87TH ST ,CHICAGO,IL,60620,41.73617771,-87.64406635,21
2037309,THE TASTE OF NEW ORLEANS,,Restaurant,1,9034 S COMMERCIAL AVE ,CHICAGO,IL,60617,41.73084525,-87.5514218,10
2037325,PACIUGO LINCOLN SQUARE,,Restaurant,2,2324 W GIDDINGS ST ,CHICAGO,IL,60625,41.96765093,-87.6875611,47
2037332,ALCATRAZ INCORPORATED,ALCATRAZ,Restaurant,1,6320 N LINCOLN AVE ,CHICAGO,IL,60659,41.99613933,-87.71696834,50
2037362,71ST MEAT MARKET,,Grocery Store,2,7100 S RHODES AVE ,CHICAGO,IL,60619,41.76567974,-87.61178041,6
2037364,MANJARES AL EXPRESS,,Restaurant,1,2226-2230 S ASHLAND AVE ,CHICAGO,IL,60608,41.8513978,-87.66616621,25
2037391,JABROS ITALIAN ICE CORNER,,Restaurant,2,5845 W CHICAGO AVE ,CHICAGO,IL,60651,41.89465059,-87.77195924,29
2037396,Peppers,,Restaurant,2,211 W VAN BUREN ST ,CHICAGO,IL,60607,41.87673091,-87.63404349,25
2037402,ORGANICLIFE,,Catering,1,211 N STETSON AVE ,CHICAGO,IL,60601,41.88602728,-87.62216627,42
2037420,7 ELEVEN #33729A,7 ELEVEN,Grocery Store,1,45 E CHICAGO AVE ,CHICAGO,IL,60611,41.89659144,-87.62646711,42
2037421,7 ELEVEN #33729A,7 ELEVEN,Grocery Store,1,45 E CHICAGO AVE ,CHICAGO,IL,60611,41.89659144,-87.62646711,42
2037435,VALLEJO @ ESTRADA CORP,TAQUERIA MI GUADALUPE,Restaurant,1,7021 N Clark ST ,CHICAGO,IL,60626,42.00967499,-87.67397033,49
2037445,MUNCHIES BURRITO HOUSE,,Restaurant,1,513 1/2 E 47TH ST ,CHICAGO,IL,60653,41.80932287,-87.61333552,3
2037484,SISTERS EXOTIC,,Catering,1,340 W 113TH ST ,CHICAGO,IL,60628,41.68895965,-87.63185525,34
2037491,SUBWAY,,Restaurant,1,1129 N WESTERN AVE ,CHICAGO,IL,60622,41.90204391,-87.68685825,1
2037497,SUBWAY,,Restaurant,1,816 N STATE ST ,CHICAGO,IL,60610,41.89726884,-87.62836235,2
2037501,ALWADI RESTAURANT,,Restaurant,1,4833 N KEDZIE AVE ,CHICAGO,IL,60625,41.96944887,-87.70835947,33
2037513,LAZZARA'S CAFE INC.,LAZZARA'S CAFE,Restaurant,2,2749 N HARLEM AVE ,CHICAGO,IL,60707,41.93046738,-87.80633496,29
2037514,NU-ABBOTT HALL,,Restaurant,1,710 N LAKE SHORE DR ,CHICAGO,IL,60611,41.89539636,-87.61625092,42
2037531,AFC SUSHI@JEWEL-OSCO#3454,,Grocery Store,1,4250 N LINCOLN AVE ,CHICAGO,IL,60618,41.95910043,-87.68239224,47
2037577,BROTHERS AND FATHERS PIZZERIA,,Restaurant,1,5951-5959 W LAWRENCE AVE ,CHICAGO,IL,60630,41.96755038,-87.77672702,45
2037592,CAFE DALIGHT,,Restaurant,2,1971 W 111TH ST ,CHICAGO,IL,60643,41.69183652,-87.67098582,19
2037606,GAZTRO - WAGON,,Restaurant,3,5973 N CLARK ST ,CHICAGO,IL,60660,41.99058563,-87.66986968,48
2037609,MOMS CORNER STORE,,Grocery Store,3,7910 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.75091045,-87.60537587,6
2037612,Fathis Dollar Store,,Grocery Store,3,221 E 58th ST ,CHICAGO,IL,60637,41.78917398,-87.61989129,20
2037628,GUADALUPANA BAKERY,,Bakery,2,9026 S COMMERCIAL AVE ,CHICAGO,IL,60617,41.73107196,-87.55142719,10
2037644,Noodle Rice and Roll Inc,Nodle Rice and Roll Inc,Restaurant,1,6031 N Cicero AVE ,CHICAGO,IL,60646,41.99081933,-87.74818192,39
2037673,BORINQUEN  RESTAURANT,,Restaurant,1,1720 N CALIFORNIA AVE ,CHICAGO,IL,60647,41.91269192,-87.69720455,1
2037736,MIMI FOOD MART,,Grocery Store,3,6043 S HALSTED ST ,CHICAGO,IL,60621,41.78375263,-87.64474088,16
2037752,WOK THIS WAY RESTAURANT,WOK THIS WAY,Restaurant,1,6607 S CICERO AVE ,CHICAGO,IL,60638,41.77270386,-87.74194987,13
2037766,S@KURA,S@KURA FUSION JAPANISE & SUSHI REST.,Restaurant,1,2507 W FULLERTON AVE ,CHICAGO,IL,60647,41.92476548,-87.69033753,1
2037790,DURANGO MINI MARKET,,Grocery Store,3,1900 W 17TH ST ,CHICAGO,IL,60608,41.8587153,-87.67369538,25
2037798,BEIJING GARDEN,,Restaurant,1,1023 W wilson AVE ,CHICAGO,IL,60640,41.96531063,-87.65578122,46
2037815,LUCILA'S HOMEMADE,,Bakery,2,2333 N MILWAUKEE AVE BLDG 1STFL.,CHICAGO,IL,60647,41.92369526,-87.69840855,1
2037817,BP,,Grocery Store,3,4444 W FULLERTON AVE ,CHICAGO,IL,60639,41.92445621,-87.73839568,31
2037826,Yumcakes,,Bakery,2,324 N LEAVITT ST ,CHICAGO,IL,60612,41.88743405,-87.68184949,27
2037858,GRILL-N-CHILL,,Restaurant,2,1308 W 103RD ST ,CHICAGO,IL,60643,41.7069059,-87.65537675,34
2037878,Theater Wit NFP,Theater Wit,Restaurant,3,1229 W BELMONT AVE ,CHICAGO,IL,60657,41.93970963,-87.66013484,32
2037880,CALIFORNIA TOBACCO & FOOD,,Grocery Store,3,2815 W 63RD ST ,CHICAGO,IL,60629,41.77899667,-87.69404161,17
2037886,TASTE AMERICA CATERING,,Catering,1,1 S WACKER DR ,CHICAGO,IL,60606,41.88188623,-87.63661833,42
2037895,WINDY CITY BURGER,,Restaurant,1,3109 N HALSTED ST ,CHICAGO,IL,60657,41.9381815,-87.64906968,44
2037908,CHICAGO RIVERWALK CAFE,,RIVERWALK,1,117 W RIVERWALK SOUTH ,CHICAGO,IL,60601,41.88695625,-87.63149822,42
2037920,DISCOUNT FOOD MART,,Grocery Store,3,157 W 103RD ST ,CHICAGO,IL,60628,41.70699271,-87.62815394,34
2037926,CITGO FUEL & MINI MART,,Grocery Store,3,7900 S LAFAYETTE AVE ,CHICAGO,IL,60620,41.75089105,-87.62596851,17
2037952,Subway Restaurant,Subway,Restaurant,1,3025 N Pulaski RD ,CHICAGO,IL,60641,41.93614191,-87.72695213,30
2037956,GYOOD,,Restaurant,2,2048 W BELMONT AVE ,CHICAGO,IL,60618,41.93965855,-87.68028512,32
2037965,EL TIPICO MEXICAN GRILL,,Restaurant,1,1905-1907 W FOSTER AVE ,CHICAGO,IL,60640,41.97596207,-87.67664451,40
2038643,GOLDEN DINER,WEST TOWN LOGAN SQUARE,Golden Diner,1,1613 W CHICAGO AVE ,CHICAGO,IL,60622,41.89595485,-87.66782142,1
2040639,CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL,,School,1,5088 W JACKSON BLVD ,CHICAGO,IL,60644,41.87679539,-87.75283324,28
2040649,HOLY FAMILY LUTHERAN SCHOOL,,School,1,3415 W ARTHINGTON ST ,CHICAGO,IL,60624,41.86988498,-87.7113089,24
2040651,VETERANS MEMORIAL CAMPUS,,School,1,4601 S KILDARE AVE ,CHICAGO,IL,60632,41.80940021,-87.73099367,14
2040653,RUFINO TAMAYO,,School,1,5135 S CALIFORNIA AVE ,CHICAGO,IL,60632,41.79993702,-87.69382513,14
2040656,OFFICER DONALD MARQUEZ,,School,1,2916 W 47th ST ,CHICAGO,IL,60632,41.80833634,-87.69738923,15
2040659,ST. RICHARD SCHOOL,,School,1,5025 S KENNETH AVE ,CHICAGO,IL,60632,41.80148217,-87.73427404,14
2040661,PROVIDENCE ST. MEL SCHOOL,,School,2,119 S CENTRAL PARK AVE ,CHICAGO,IL,60624,41.87890206,-87.71568319,28
2040665,SAINT AGATHA CATHOLIC ACADEMY,PRESENTATION CAMPUS,School,1,3900 W LEXINGTON ST ,CHICAGO,IL,60624,41.87176641,-87.72304219,24
2040668,POPE JOHN PAUL CATHOLIC,,School,1,4325 S RICHMOND ST ,CHICAGO,IL,60632,41.81472363,-87.69794253,15
2040683,EDWARDS (ANNEX),,School,1,4815 S KARLOV ,CHICAGO,IL,60632,41.80552325,-87.72581893,14
2040685,SHIELDS ELEMENTARY MAIN,SHIELDS ELEMENTARY,School,1,4250 S ROCKWELL AVE ,CHICAGO,IL,60632,41.81593528,-87.68968453,15
2040687,DAVIS ELEMENTARY (ANNEX),,School,1,3050 W 39TH PL ,CHICAGO,IL,60632,41.82185442,-87.70160957,12
2040690,POWER HOUSE HIGH,DRW CHARTER,School,1,931 S HOMAN AVE ,CHICAGO,IL,60624,41.86931497,-87.71048996,24
2040692,SAWYER (MAIN),SAWYER,School,1,5248 S SAWYER AVE ,CHICAGO,IL,60632,41.79752155,-87.70504311,14
2041587,WOK OUT LLC,WOK OUT,Restaurant,1,823 S STATE ST ,CHICAGO,IL,60605,41.87148773,-87.62736964,4
2041599,7-ELEVEN,,Grocery Store,2,627 W JACKSON BLVD ,CHICAGO,IL,60661,41.87788147,-87.64375104,42
2041600,7-ELEVEN,,Grocery Store,3,627 W JACKSON BLVD ,CHICAGO,IL,60661,41.87788147,-87.64375104,42
2041628,HARLEM HIGGINS SHELL,SHELL/FOOD MART,Grocery Store,3,7201 W HIGGINS AVE ,CHICAGO,IL,60656,41.98102763,-87.80708076,41
2041635,FOSTER SHELL,Foster Shell,GAS STATION/STORE,2,5155 N KIMBALL AVE ,CHICAGO,IL,60625,41.97549168,-87.71340955,39
2041659,ADAMS FOOD MART,,Grocery Store,2,6810 S STONY ISLAND AVE ,CHICAGO,IL,60649,41.7711407,-87.58641991,5
2041664,JOE AND DOUGH INC.,JOE AND DOUGH,Catering,1,1900 N AUSTIN AVE ,CHICAGO,IL,60639,41.91482043,-87.77555967,29
2041722,DONNA'S CAFE,,Restaurant,2,1255 S STATE ST ,CHICAGO,IL,60605,41.86593147,-87.6272401,3
2041724,F&F FOODS,,Wholesale,3,3453 W 47TH PL ,CHICAGO,IL,60632,41.80662368,-87.71093048,14
2041739,LUCKY CORNER FOOD,,Grocery Store,3,723 E 63RD ST ,CHICAGO,IL,60637,41.78027747,-87.60741033,20
2041764,TAMMY'S SWICHES & SALADS,TAMMY'S SWICH & SALADS,Restaurant,2,1854 W 18TH ST ,CHICAGO,IL,60608,41.8578057,-87.67327896,25
2041767,THE CHILDREN'S VILLAGE DAY CARE & KINDERGARTEN INC,THE CHILDREN'S VILLAGE DAY CARE,Daycare (2 - 6 Years),1,9011-9015 S COTTAGE GROVE AVE ,CHICAGO,IL,60619,41.7308606,-87.60453525,8
2041768,AMMO BABA MEAT MARKET,AMMO BABA  MARKET,Grocery Store,2,3102 W DEVON AVE ,CHICAGO,IL,60659,41.99753842,-87.70709044,50
